Action_ID,Subtask_IDRef,Name,Description,Inactive_AsOf
12418,14,*,"SR2S staff meeting, new web site input, schoolpool eblast to Team Leaders, teacher staff meeting eblast to Team Leaders, team leader communications",
12419,9,*,supplies inventory - storage,
12420,43,*,daily emails and interaction in the office,
12421,43,*,"daily phone calls and emails, interaction with staff about program, new hire for MCBC",
12422,14,*,"Evite, team leader planning, t-shirts, team leader contact",
12423,42,*,"recruit work for San Domenico rep and TL, prep work for meeting, attended Ross Valley Task Force meeting and took notes",
12424,7,*,general paperwork and organization,
12425,43,*,"daily phone calls and emails, interaction with staff in office about program ideas and implementation",
12426,14,*,"t-shirts design coordination, team leader contact, team leader meeting work, facebook",
12427,43,*,"emails, phone calls at home and work, daily interaction with staff",
12428,9,*,team leader meeting preparations,
12429,14,*,"team leader contact, update conversations in database, t-shirts, facebook",
12430,43,*,"daily phone calls, emails and interaction with staff",
12431,14,*,"Pollution punch card supplies, updated filemaker comments, updated spreadsheet, sent out evite reminder to Team leaders, planning meeting with Wendi and Peggy",
12432,43,*,responded to emails,
12433,51,*,"Bike Part Sculpture at Hall MS: Gather and load supplies,ride to Hall, set-up, work with students, clean-up, load-up, ride home",
12434,45,*,"emails re: bike parts, sculpture project",
12435,45,*,"Drake HS fieldtrip: Training by Gwen on route, visit bike parking to go over details, to prevent damage to wood floor where bike parking was to take place, went home collected tarps and brought back to bike parking - in preparation for next day's field tirp.",
12436,51,*,"Bike Part Sculpture at Hall MS: Gather and load supplies, drive to Hall, set-up, talk with teacher, work with students, clean-up, load-up, drive home",
12437,45,*,Pick up supplies in San Rafael,
12438,45,*,"emails re: TGG poster, t-shirts, bike part sculpture project",
12439,51,*,"wrote solicitation letters to Perry's Art Supplies and Riley street Art for bike sculpture project. Research Bike Sharing, activity and health, talked with Marin County office of Sustainibility to get info for Aviva.",
12440,51,*,"Went to Perry's and Riley Street Art Supplies, asked for donations and received wire and glue for bike part sculptures.",
12441,51,*,"emails re: sculpture project, to Hall MS, Gwen, Frances, James",
12442,51,*,"emails re: sculptures coordinating with San Quentin, email photos of bike donation to Wendi",
12443,45,*,"Made excel spreadsheets containing data on Sinaloa, San Jose and Del Mar middle schools. Went to Fairfax lumber yard to collect scrap wood for sculpture project, organized bike parts from last years collection.",
12444,45,*,"Collect data for Del Mar, Sinaloa, San Jose Middle schools for Teen coordinators",
12445,51,*,"Bike Part Trophies for Spring Challenge: Clean bike parts, organize materials, cut bases from wood scrap and sand them.",
12446,28,*,scheduling: communications with school teachers and staff. Developing schedules,
12447,50,*,"coordinating volunteer to prep supplies, prep supplies , order and proof documents, purchase supplies for contests",
12448,43,*,"communications, coordinate moving supplies to storage",
12449,14,*,"design, pricing SR2S t-shirt",
12450,14,*,"Team Leader Meeting- attend meeting, prep and deliver supplies, approve and deliver t-shirts, attend all staff meeting",
12451,50,*,deliver GWTS supplies to schools,
12452,42,*,type notes from Feb 2011 meeting,
12453,28,*,"scheduling classes- coordinate schedule, staff, send documents to schools",
12454,50,*,"coordinating volunteer to prep supplies, proof documents and posters",
12455,14,*,"Research, design, pricing SR2S t-shirt",
12456,43,*,"communications: emails, staff planning",
12457,14,*,"Research, design, pricing SR2S t-shirt, staff planning meeting",
12458,44,*,prepare time cards,
12459,43,*,"responding to emails and phone calls from the public and team leaders, management team and staff",
12460,14,*,"reviewing materials, prep for team leader meeting",
12461,51,*,work with Aviva on the middle school clubs and upcoming challage at miller Creek,
12462,42,*,Bacich walk audit; ross valley notes,
12463,50,*,SchoolPool discussions with David and Deborah,
12464,14,*,review team leader blast,
12465,50,*,review web site and make revisions,
12466,42,*,notes from Kentfield Walk audit; research liability issues; edit notes more and send out,
12467,50,*,continuing work on web pages,
12468,11,*,"invited to participate on Green Festival panel in Marin, discussed other SR2S participants on the panel",
12469,14,*,"team leader meeting, prep and follow up",
12470,44,*,"type up notes from staff discussions; staff time cards, staff support",
12471,18,*,meeting with Diane and David,
12472,14,*,"staff meeting on updates on programs, storage, bike giveaway, etc.; create spread sheet of team leaders to identify active, missing info etc.",
12473,51,*,review feedback and discuss logistics on Save a Gallon project,
12474,28,*,work on scheduling classes for Novato,
12475,50,*,review eblast on schoolpool to team leaders,
12476,10,*,edit promotion on bike donation drive,
12477,50,*,collect stories and pictures for school web pages; update Green Ways Web page; add items to facebook,
12478,43,*,"ongiong emails with staff, team leaders, public, and project team.",
12479,44,*,staff timecards,
12480,42,*,Mill Valley notes,
12481,50,*,phone call with Deb and David on SchoolPool,
12482,50,*,develop outline for school district pages; finalize web copy; research on groups; team leader materials,
12483,14,*,team leader t-shirts; agenda for team leader meeting,
12484,45,*,"follow up with principals, review t-shirt issues; talk with Holly re: Davidson, t-shirts",
12485,42,*,"create agenda, seek out county updates",
12486,45,*,edit article on San Quentin program,
12487,29,*,curriculum meeting with Frances and James,
12488,7,*,discuss storage area,
12489,22,*,create invoice and accounting,
12490,45,*,setting up for classes at Novato middle schools,
12491,43,*,"respond to emails and phone calls from public, management team, staff",
12492,14,*,working with Laura on t-shirt and facebook,
12493,42,*,schedule Venetia Valley walk audit; reminder for Kentfield walk audit,
12494,10,*,present to Terra Linda Rotary,
12495,51,*,discuss bar code reader and registration formats for contest beta test at Miller Creek,
12496,29,*,develop surveys for new curriculum,
12497,50,*,"working on web pages, answering questions, facebook;  conversation with Kasey on School District content",
12498,45,*,"meeting with teen program on new schools, contests, drake bike ride",
12499,42,*,upload pictures for travel plans.,
12500,42,*,response to County withdrwalel from walk audit,
12501,50,*,review web site,
12502,11,*,Rotary presentation,
12503,14,*,"meeting with Laura and Peggy on the team leader meeting, contests, web site, facebook, scheduling, t-shirt",
12504,43,*,"BTWD, checkin in with Hall challenge, web design, scheduling classes miller creek and hall, senior project on bikes at MA,",
12505,30,*,"Bike skills presentation design, editing and redesigning the TGG page",
12506,51,*,"two Miller creek challenge days and follow evaluation up with Tim and team leaders, follow up meeting with kel, weekly raffle and communication of stats to team leaders",
12507,32,*,Hall classroom presentation,
12508,51,*,Davidson Bike Club Prep,
12509,14,*,"TGG meeting for web design, program development and reconstructing, school updates and follow up tasks from the meeting, wendi and TGG team + short follow up with coordinators",
12510,43,*,"webdesign editing, connecting with a possible presenter from Al gore's organization, scheduling miller creek, scheduling events in ST Marks and Redwood, coordinating a meeting at the eco café with MA, communicating on problems with miller creek site site with Tim, miller creek class cancelation",
12511,51,*,"2 Challenge day at Miller Creek, clean up, checkin in with teacher about needed computer on site, finding and announcing weekly winners,",
12512,51,*,"Communicating with SNAP and PE teachers for Davidson Bike club, editing flyer for new timing of session.",
12513,51,*,Talking to Rebecca from Hall - asking to support her.,
12514,51,*,"Davidsonclub - designing the four sessions, writing up a summary and marketing it",
12515,51,*,Hall - helping out with challenge day and working on 6th grade field trip,
12516,43,*,"coordinating with Miller Creek for classes, scheduling classes for St Marks and Redwood (sustainability festival)",
12517,7,*,progress report,
12518,51,*,"Preparing for club meeting, responding to questions of science teachers on the contest. Meeting Gwen to go over the guidelines and challenges of thesavea agallon contest.",
12519,51,*,Working with Gwen to brainstorm solutions for Kent,
12520,30,*,Working with Gwen on PD for Drake,
12521,51,*,Corresponding with team leaders at Redwood to schedule mechanic workshop and bike@lunch event,
12522,30,*,"Developing,  designing and doing research for the TGG  Youth Council",
12523,43,*,"Hall and miller creek scheduling bike ed classes, scanner and barcodes, with tim on pilot program, ecology classes at Redwood.",
12524,14,*,"Meeting Holly and Gwen to go over the program: TGG challenge, HS plan, Web content, update on schools, youth council",
12525,43,*,"Bike to work day locations, Ross, challenge guidelines, scheduling meeting on youth council,  Hall TGG day, stromy weather plan for Miller Creek and Hall MS",
12526,14,*,"Staff Meeting and Short followup TGG meeting, strategize with Gwen on challenge and wrap up the meeting, meeting TGG team to prepare for Redwood presnetation and go over scaning registration process.",
12527,8,*,"Organizing supplies, materials, brought supplies into storage",
12528,51,*,Club meeting at Miller Creek - 9 students with follow up,
12529,45,*,"Developing a presentation for Redwood - a special research class in ecology requiring new format., comunicating with club members for next club meeting TGG project, practicing",
12530,45,*,Shadowing at Davidson for the Bike Skills class,
12531,30,*,"Preparing materials for the Web page, organizing to send to Wendi.",
12532,28,*,Scheduling bike ed classes for Hall and Miller Creek,
12533,51,*,"Writing and designing  a flyer to hand out to parent drivers during TGG day for Miller Creek, club meeting with 8 students preparing for challenge (club time + opportunity time)., writing up a letter for science teachers to the registration process, phone conversation with Tim on glitches etc... of website. follow up on barcode cards.",
12534,51,*,"TGG day morning at Hall, follow up on scheduling PE classes",
12535,7,*,"Organizing files, supplies and materials in the office",
12536,32,*,Teaching classes at Redwood - Ecology Science class: total apx 120 students,
12537,43,*,"Hall scheduling classes, faxing material for Peggy, scheduling bike ed classes miller creek, davidson bike club, BTWD coordination, web page, checking in on Ross",
12538,51,*,"Registration of students for the challenge, communication with team leaders, preparing for the club meeting, running club meeting and extra class time with 11 students",
12539,51,*,"Preparing materials and supplies for Hall and Miller Creek, uploading in the car",
12540,45,*,Writing a letter of recommendation for the president of the club and faxing it over,
12541,14,*,"meeting wendi and TGG staff on leadership council and about MVMS, follow up editing for leadership council",
12542,51,*,"bringing spring challenge materials to Hall middle school, chatting with Rebecca",
12543,7,*,checking at Best buy to buy stereo for the contest. General administration in the office. Writing a piece for e-newsletter,
12544,51,*,"Debrief and brainstorm meetinging with Holly on meetings at MVMS and De Mar,",
12545,30,*,Meeting James to further develop the bike skills presentation with Holly and Gwen.,
12546,51,*,"short teaching presentation and registration of 90 students at Miller Creek, including driving to home depot to buy more zip locks.",
12547,43,*,"scheduling st. marks school and Redwood sustanability festivals, blurbs for challenge from Lou, stereo for TGG, Hall bike skills scheduling, Web materials.",
12548,14,*,Phone conversation with  Holly on the Hall bike skills game and misc.,
12549,7,*,Working in the office on progree reporting and filing and storing  materials.,
12550,45,*,Coordinating the bike ed classes this Thursday and Friday,
12551,7,*,Post March enews,
12552,32,*,"Pleasant Valley - Helmet Safety & Traffic Safety, 56 students, extra class prep for HS - break between classes",
12553,32,*,"Olive School Helmet Safety & Stop, Look Listen - 100 + students",
12554,28,*,Olive school troubleshooting,
12555,7,*,"organize teaching materials, paperwork, staff meeting",
12556,43,*,"documentary planning,",
12557,32,*,"Vallecito - Stop, Look Listen - travel from other school & set-up",
12558,29,*,purchase supplies for transportation cards & classes,
12559,33,*,"Sun Valley - Walk Around the Block - 63 students, time to sort & distribute certificates & letters",
12560,32,*,"Vallecito - Stop, Look, Listen & Helmet Safety, 70 students, break between classes",
12561,29,*,create mini transportation card sets (3+1 on weds) & mount topics on ribbon,
12562,28,*,"review classes on calendar & transcribe to daytimer, reschedule SV rained out WABs",
12563,43,*,"follow up with class materials with James, SQ bike materials, staff assignments, trailer equipment assessment",
12564,29,*,"Share teaching materials with Florida reps. Visiting, modify transportation cards and review ultimate needs",
12565,32,*,Olive - Traffic Safety 75 students,
12566,32,*,"Vallecito - Helmet Safety 50 students, Stop Look Listen 30 students, break in schedule & review schedule with PE teacher",
12567,33,*,"Vallecito - Walk Around the Block - 44 students, break in schedule - assemble & dist. Certs & letters & scope route",
12568,7,*,progress reports,
12569,29,*,set #2 of mini transportation cards,
12570,32,*,"St. Patrick's: Helmet Safety, Traffic Safety, Stop, Look Listen, 100 students total also discussion about classroom logistics and scheduling future classes",
12571,43,*,"gathering testimonials from faculty about 4th grade curricula,",
12572,28,*,"verifying & record schedules for upcoming classes, deails fro novato classes, coordination with Novato PD",
12573,7,*,"pick up & submit order for 2nd grade lmaterials,",
12574,29,*,"research & create photo gallery for transportation cards,  develop assesment test for 4th grade classes, update  classroom materials",
12575,33,*,"St. Patrick's - Walk Around the block 18 students + scope route, feedback from PE teacher on classes and organize/distribute letters & certificates + bike commute over 30 mins. each way",
12576,32,*,Bahia Vista - Helmet Safety - 75 students - gap in classes,
12577,32,*,"Pleasant Valley - Stop, Look Listen - 80 students, gap in 4 classes, review schedule with PE teacher",
12578,29,*,Finish transportation cards & practice Electric Slide line dance for 2nd grade,
12579,32,*,"Sun Valley - Stop, Look Listen - 40 students & gap in classes",
12580,7,*,"get more letters & certificates from office (via bike), paperwork",
12581,43,*,"tech support, Novato PD, confirm meetings & classes, Novato PD partership, documentary inquiries",
12582,32,*,"Bahia vista - Stop, Look Listen - 80 students + gap in classes",
12583,33,*,Bahia Vista - Walk Around the block - 80 students + gap in schedule,
12584,28,*,review calendar & log daytimer info for all classes,
12585,45,*,download & send photos for Del Mar blender event,
12586,29,*,"go to office to print/cut transportation cards & get laminate equipment, more 2nd grade letters & certificates, format, print & laminate cards & mini version",
12587,28,*,"Sun Valley, Coleman, Pleasant Valley, St. Patrick's, Olive, Vallecito",
12588,43,*,"changes at schools, interviews, logistics for rodeos, sq parts request",
12589,51,*,Go Green Challenge at White Hill,
12590,14,*,"Meeting with staff: classes, events, web design",
12591,45,*,Communication with Science teacher about upcoming event and possible class at MVMS,
12592,43,*,"communication with staff regarding classes and club at Del Mar, and Save a Gallon progress, Web page review",
12593,29,*,"Update Bike Skills class for Hall MS, review of material",
12594,32,*,Class at Hall Middle School,
12595,51,*,Wrote bulleting announcements for parents and students.,
12596,30,*,"Meeting with Holly and Aviva:  Web page design and content, update on school progress with challenge, Teens Go Green program structure for next year, High School Student leadership program",
12597,51,*,"Club meeting; promotion and raffle drawings for Go Green Challenge, and planning with Lou for event,",
12598,45,*,communication with Vice Principal regarding Go Green event,
12599,45,*,Coordination of poster art and event with MVMS science teacher,
12600,30,*,Create organization chart for next years organization for sustainability.,
12601,43,*,"Communication with Staff:  scheduling classes, flyers for curricula, supplies",
12602,51,*,Go Green Challenge days,
12603,14,*,"Meeting with Wendi, Holly, Aviva - to discuss program development",
12604,51,*,"Created chart and poster to display number of Green trips to school by classroom for Student Council mtg/ display of weekly winners, gathered supplies for contest",
12605,45,*,Communication with Drake Green Routes about next meeting and No Car on Campus event,
12606,43,*,"Communication with staff:  scheduling for Miller Creek classes and morning events, SR2S Spring contest, Save A Gallon program",
12607,30,*,Web development - getting picture for Web page,
12608,45,*,Miller Creek update from Aviva about status of contest with Save a Gallon program,
12609,45,*,Communication with Holly about Ross school; plan for contest.,
12610,30,*,"Communication with Holly/Aviva about contacts for leadership council, meeting with Wendi about TGG program plans",
12611,45,*,Communication with Kent VP and Kent parent (Cool the Earth) - plans at school,
12612,45,*,Communication with Holly about Del Mar - update on conversation with VP - about presentation to leadership students,
12613,28,*,"Scheduling update from Peggy regarding Miller Creek, White Hill, and Bike Blender reservations, rescheduling TGG/SR2S meeting",
12614,45,*,Communication about Earth Day event in April,
12615,51,*,"Communication with potential parent volunteer about Go Green Challenge, communication with Lou about Bike Blender for event",
12616,43,*,"Communication with Aviva about Miller Creek; Save A Gallon contest, advice on Kent MS and Drake HS for contest",
12617,45,*,"E-mails to Kent VP and Cool the Earth (parent) for scheduling meeting to plan for Go Green Challenge, communication with CTE about partnership and announcement in assembly, and follow-up communication with VP about CTE/TGG plans.",
12618,30,*,E-mails to Bob to resend bio and picture for web page.,
12619,45,*,Prep and club meeting at White Hill with follow-up bulletin write-up.,
12620,7,*,progress reporting,
12621,45,*,Club meeting at Drake and follow-up e-mails to assist with event planning for no car on campus day.,
12622,43,*,"Communication with staff regarding status of TGG contest for Drake, White Hill, Kent, Ross. Miller Creek",
12623,30,*,"Met with Holly & Aviva for development of:  Web Content, Save A Gallon registration program, Challenge guidelines and poster, update on schools, youth council proposal",
12624,43,*,"e-mail communication with staff:  scheduling, bike 2 work day, School Pool, Save A Gallon registration",
12625,51,*,"Website content; facts and tips, Champion article",
12626,51,*,Guidelines for challenge updated,
12627,11,*,"Partnership collaboration with Cool The Earth; schedule coordination and planning meeting with Margie/Holly for Del Mar, Sinoloa, White Hill",
12628,7,*,General Administration - organization of office and giveaways for challenge.,
12629,14,*,Collaboration meeting with SR2S and TGG staff,
12630,8,*,"Inventoried, and created spreadsheet for dividing challenge supplies amoung schools",
12631,51,*,Collaborated with Holly for Del Mar club meetings and partnership with Cool the Earth,
12632,51,*,Prep and club meeting at White Hill to to announce Go Green Challenge,
12633,43,*,"Communication with staff re: teen advisory council, safe a gallen, observing bike classes, scheduling with Lou for Challenge days",
12634,10,*,"Update web content - photo for Champion article, overview of page layout and links",
12635,10,*,Wrote Bio for website,
12636,33,*,Observed James teach Bike Skills Class at Davidson,
12637,51,*,Communication with MVMS Parent Club leader about Go Green Challenge,
12638,45,*,Communication with Cool the Earth about Sinoloa and other schools for partnership,
12639,45,*,"Meeting with Aviva, Holly, Wendi and Kim to review plans for Teen Leadership Council launch",
12640,7,*,Load in of supplies for Go Green Contest,
12641,45,*,"Modified Facts for Web, saved to surver",
12642,30,*,Met with Holly/Aviva regarding Go Green Challenge update,
12643,45,*,Meeting at Del Mar with staff and Holly and CCNB to discuss club plans and Go Green Challenge,
12644,43,*,"e-mail communication with staff: scheduling, SaveA Gallon registration",
12645,14,*,Meeting with Holly / Aviva to review Redwood presentation & SaveAGallon registration,
12646,43,*,e-mail communication with staff; Del Mar and Leadership Council,
12647,32,*,"Redwood HS presentation on SR2S, TGG and environmental action / advocacy",
12648,45,*,"Communication with MVMS Environmental Club Parent volunteer, preparation of packet for meeting with teacher, update of ReThink Your Commute class and meeting with science teacher, communication with PE teacher",
12649,51,*,"White Hill schedule with Lou for Go Green days, poster art with WH students for challenge, coordination of dates and confirmation with WH staff, wrote article to send to parents to support Go Green Challenge and to staff for class at WH",
12650,43,*,Communication with staff re:  survey results and strategies to communicate info. To schools.,
12651,51,*,Development of Activity tand Guidelines o promote ReThink Your Commute Challenge,
12652,28,*,"Scheduling bike classes, registration at Miller Creek,  updating google calendar",
12653,45,*,Communication with Drake Student regarding possible Teen Advisory Council,
12654,30,*,"Meeting with Wendi, Holly, Aviva regarding Youth Council and update of flyer for Principals.",
12655,43,*,"Communication with Staff re: scheduling of classes, SaveAGallon registration, coordination with Lou for White Hill challenge",
12656,51,*,Communication with Del Mar staff and Holly about meetings and e-mails to launch the Go Green Challenge,
12657,45,*,Communication with Holly re: proposal for Ross School - classes and Go Green Challenge,
12658,31,*,e-newsletter review for TGG,
12659,28,*,e-mail communication about Coleman Pedal Power Assembly,
12660,43,*,"Communication with staff regarding scheduling classes, meetings, Pedal Power, supplies for Go Green challenge, newsletter, re-imbursement for classroom gift for challenge",
12661,29,*,"Met with James, Holly, Aviva to learn and revise Bike Skills class",
12662,10,*,Review of Facts for TGG Webpage,
12663,8,*,"Load in supplies to office storage for Go Green contest, inventoried cups and other supplies for contest",
12664,51,*,"Wrote announcements for morning bulletin and for loud speaker., got supplies ready for contest, made posters and distributed them throughout school with club members, reminded  staff of challenge starting this week and ensured tables are ready for morning events.",
12665,43,*,"General communication with staff: stereo selection, Pedal Power Assembly, classes at Hall, suggestions for Bike Skills class",
12666,7,*,"Progress reporting, organization of paperwork and computer files for TGG",
12667,45,*,Review of Cool the Earth proposal at Del Mar,
12668,50,*,"Lycee Francais, Poster Art, Green Ways to School",
12669,45,*,"Hall, Bike Skills (incl. presentation development)",
12670,50,*,"Ross, Poster Art, Green Ways to School",
12671,45,*,"Sinaloa, Drills",
12672,45,*,"Hall, Drills",
12673,45,*,"Hall, Bike Drills, 2 classes",
12674,32,*,"Mary Silveira, Poster Art",
12675,45,*,Finished PP for Hall Bike Skills class,
12676,45,*,Hall Bike Skills Class,
12677,43,*,email to Tanya about speaking at Del Mar,
12678,51,*,"Went to Del Mar ""club"" to watch CCNB",
12679,14,*,"met with G and A to discuss website, update on schools, restructuring program/program development.",
12680,10,*,notes on website design email,
12681,51,*,Miller Creek morning event,
12682,14,*,meeting to discuss teen leadership and website,
12683,43,*,email to Ross about Fall,
12684,43,*,contact info at Tam for TGGYC,
12685,43,*,email to Joe Stewart,
12686,43,*,"emails to Tanya about Advisory meeting, and Peggy and Wendi re: meetings.",
12687,43,*,"emails re: contests, bike  club, TGGYC",
12688,51,*,Davidson bike club planning,
12689,14,*,"Spring challenge, HS poster,  website, Youth Council, update on schools",
12690,10,*,calendar entry,
12691,10,*,calendar explanation with Peggy,
12692,30,*,scanner and bar code confirmation and test,
12693,51,*,update blurbs for Spring challenge and put on server,
12694,34,*,letter to Tanyo re: surveys,
12695,30,*,meeting with Gwen and Margie to discuss Del Mar,
12696,34,*,"letter, survey materials and preparation for Del Mar",
12697,10,*,"TGG website ""Our Story""",
12698,8,*,organized give aways for Challenge,
12699,51,*,Del Mar emiails and strategy with Gwen,
12700,10,*,Teen promotion,
12701,34,*,Survey drop off at Del Mar (includes travel time for second trip of the day),
12702,32,*,Shadowed 3 bike skills classes at Davidson,
12703,51,*,pick up and drop off shirts at Hall,
12704,51,*,Hall Mission Sustainable - Bike Buddies,
12705,43,*,"emails Hall, scheduling, etc",
12706,43,*,check with Del mar twice about rain/clu,
12707,43,*,check in with Gwen about Del Mar and clubs,
12708,6,*,picked up flyers in MV and went to Costco for bars (second trip of the day),
12709,30,*,"meeting about teen advisory with W, G, A and K",
12710,6,*,wrap up and supplies delivery to storage,
12711,51,*,"Bike Buddy ride, Morning event and follow-up",
12712,43,*,emails re Del Mar,
12713,30,*,meeting at Del Mar with CTE planning with Jill,
12714,45,*,phone conversation with Lynn Langford Ross,
12715,45,*,follow up emails to Del  Mar and summary email to CCNB,
12716,14,*,"redwood presentation, SAG, Hall classes schedule",
12717,43,*,email to Hall v.principal to offer alternative dates for bike skills classes,
12718,45,*,Redwood eco class presentation shadow.,
12719,8,*,phone conversation with Aviva to sort out schedule for bar code input at Miller Creek,
12720,8,*,Costco run for 30 boxes of harvest bars,
12721,30,*,Teen Leadership Council,
12722,51,*,MV Challenge brainstorming with Gwen,
12723,51,*,Del Mar letter asking for teacher or parent coordinator,
12724,43,*,"emails about snacks, bike skills, etc",
12725,51,*,Mill Valley meeting with Erin about Challenge,
12726,45,*,Proposal to Ross,
12727,10,*,e-newsleter,
12728,43,*,"emails about e-newsletter, del mar, ross",
12729,45,*,del Mar meeting with Tanya to observe CCNB trash audit,
12730,51,*,eco-council meeting at MA for Green Fest 4/20 (includes travel for 2nd trip of day),
12731,43,*,debrief with Gwen,
12732,45,*,update on schools to Wendi,
12733,45,*,bike skills powerpoint,
12734,45,*,Powerpoint for Hall bike skills,
12735,45,*,trip to Costco for stereo,
12736,7,*,"expense report, moved bars into storage",
12737,45,*,Bike Skills PP presentation,
12738,14,*,All staff meeting.,
12739,45,*,"Working with Holly, Gwen, Aviva on “Drive that Bike” PowerPoint for Hall.",
12740,32,*,"Our Lady Of Loretto.  1 class “Stop Look Listen (SLL)” for 24 students.  1 class “Helmet Safety (HS)” for 21 students.  1 class “Drive that Bike” for 29 students.  3.75 hours travel, 3 billed.",
12741,29,*,Altering “Drive that Bike Presentation” for Our Lady of Loretto and Sinaloa.  Outlining future objectives and direction for “Drive that Bike”.,
12742,32,*,"Our Lady of Loretto “Traffic Safety” for 21 students.  1.5 hour travel, 1 hour billed.",
12743,33,*,"Our Lady of Loretto “Outdoor Bike Drills” for 29 students.  1.5 hour travel, 1 hour billed.",
12744,32,*,"Sinaloa Middle School.  “Drive that Bike Presentation” for 5 classes and 140 students.  Travel time 3 hours, 2 hours billed.",
12745,43,*,Scheduling with Peggy: email and phone.,
12746,32,*,"Sinaloa Middle School.  “Drive that Bike Presentation” for 3 classes and 80 students.  Travel time 3 hours, 2 hours billed.",
12747,7,*,progress reports.,
12748,29,*,Ordered 2 copies of “Wheels of Change: How women rode the bicycle to freedom” and examined its usefulness for creating a bicycle unit that would be available to middle schools through the County Office of Education.,
12749,33,*,Pickup U-Haul and load bikes from San Quentin for Sinaloa MS and Hall MS on Monday.,
12750,33,*,Sinaloa Middle School “Outdoor Bike Drills” for 2 classes and 55 students.  Load Uhaul from trailer .5 hours.,
12751,33,*,Hall Middle School “Outdoor Bike Drills” for 3 classes and 60 students.,
12752,33,*,Sinaloa Middle School “Outdoor Bike Drills” for 2 classes and 55 students.  Return Uhaul .5 hours.,
12753,29,*,Create CD with music for “Stop Look & Listen (SLL)” and rehearsed for classes tomorrow.,
12754,7,*,progress  reports.,
12755,29,*,Added local pictures of infrastructure for the Davidson PowerPoint.  Adapted a version of the PowerPoint for other instructors to use.,
12756,29,*,Created a guide to current Middle School Bike Drills (lesson 2 outdoors).  Added “comparative fault” and Cal Park Hill Tunnel to PowerPoint.,
12757,43,*,Worked on scheduling and details of upcoming Middle School classes with Peggy and Aviva.,
12758,32,*,"Davidson Middle School.  “Bike Commute 101” or “Bike Skills” 90 students in 3.5 hours.  4.5 hours getting Uhaul, loading supplies from trailer and extra bikes from storage.  Delivering bikes and supplies to Davidson storage from San Quentin.",
12759,32,*,Davidson Middle School.  “Bike Commute 101” or “Bike Skills” 3 classes for 90 students.,
12760,33,*,"Davidson Middle School “Bike Drills”, 2 classes for 60 students.  Course setup and breakdown 30 minutes.",
12761,32,*,"“Drive that Bike” Presentation at Davidson to 4 classes, 120 students.",
12762,33,*,"“Outdoor Bike Drills” at Davidson Middle School, 5 classes for 150 students.  Course setup and breakdown 30 minutes.",
12763,29,*,Adapting “Drive that Bike” for Miller Creek and alternate presenters  Feedback/evaluations for 4th grade and Davidson PE teachers.,
12764,33,*,Davidson MS.  “Outdoor Bike Drills” for 5 classes and 140 students.,
12765,45,*,High School/Middle School meeting with Wendi.  Review new “Drive that Bike” or “Biike Commute 101” PowerPoint and teacher feedback.,
12766,33,*,Davidson MS.  “Outdoor Bike Drills” for 3 classes and 85 students.,
12767,33,*,Pickup Uhaul for Hall MS.  Pickup bikes & gear from Davidson MS and leave at Hall.,
12768,33,*,"Hall MS “Outdoor Bike Drills” for 3 classes, 65 students.  return cones/gear to SR2S trailer, return bikes to San Quentin, and return trailer to Uhaul.",
12769,45,*,"Meeting with Gwen, Aiva, and Holly about “Drive that Bike” PowerPoint for Hall and Miller Creek.",
12770,32,*,"Bahia Vista ES “Traffic Safety” for 2 classes, 55 students.",
12771,43,*,"Peggy regarding scheduling, Holly about “Drive that Bike”. Frances “transportation cards”, Etc.",
12772,45,*,Davidson,
12773,32,*,"Hall Middle School, Basic Street Skills",
12774,33,*,Hall Middle Bike Skills,
12775,32,*,Hall Middle School Basic Street Skills,
12776,7,*,Ross Valley school boundaries change biking issues,
12777,22,*,March timesheets/invoice review,
12778,22,*,Feb timesheets/invoice review,
12779,7,*,"pgm reimbursement clarifications, teen pgm oversight",
12780,7,*,budget and programmatic review,
12781,14,*,"Staff meeting, responded to team leader e-mails and phone calls",
12782,43,*,"daily emails, phone calls at home and work, interaction with staff about program implementation and ideas",
12783,50,*,e-blast to Team Leaders and ongoing support for Go for the Green challenge,
12784,13,*,Prepared invoice packet for David Parisi,
12785,7,*,proress reports,
12786,50,*,"prepared and  e-blasted to Team Leaders regarding newsletter submission for this week of contest, ongoing communications and support for Go for the Green contest",
12787,6,*,daily emails and phone calls and  interaction in the office with SR2S and MCBC staff about program implementation,
12788,6,*,progress reports,
12789,42,*,"copies - agendas, teen curriculm and SR2S curriculm for upcoming meeting",
12790,50,*,"ongoing support for Go for the Green contest, St. Patrick's new Team Leader started on program, delivered supplies",
12791,42,*,Kentfield Task Force meeting,
12792,43,*,"daily phone calls and emails, interaction with staff at office about program implementation and ideas",
12793,50,*,"E-blast to Team Leaders about Acorn Tracking spreadsheet, e-blast to Team Leaders about Top 10 Reasons to Walk and Bike to School, ongoing support and communitcations",
12794,43,*,daily emails and phone calls and interaction with staff about program implementation and ideas,
12795,7,*,filing and organization; progress report,
12796,42,*,"Filemaker member additions, worked on preparing Kentfield Task Force notes",
12797,9,*,contest inventory and organiztion,
12798,14,*,1) Collaboration meeting with Teens Go Green  2) SR2S meeting with Wendi/Peggy,
12799,43,*,backlog of emails after vacation,
12800,45,*,"color printing, Aviva",
12801,43,*,"emails, interaction with staff at office",
12802,50,*,"wrote Email #1 and #2 to Team Leaders, contact with Princiapls, staff and Team Leaders at elementary schools",
