activity_id,description,timestamp
11720,"Daiy emails, interaction with staff, creative thinking phone calls","2010-11-22 00:00:00"
11721,"Deborah ColeSchoolPoolReworked article for Marin Voice Winter is the perfect time to start a carpool to school.  Customized article and reduced story to 600 words.  Submitted to Marin IJ.","2010-11-23 00:00:00"
11722,"Purchased 48 Christmas Cards for Team leaders at Trader Joes","2010-11-23 00:00:00"
11723,"email announcement about TGG days to Miller Creek, prepare template for futiure","2010-11-01 00:00:00"
11724,"loaded bike trailer with pizza, supplies, rode to White Hill escorted students on field trip to Sustainability Ctr. Returned supplies to office, email photos to Gwen, other emails done","2010-11-02 00:00:00"
11725,"Update filemaker program with princials, VPs, collect info on PTA members for MH phone and internet","2010-11-05 00:00:00"
11726,"email to Davidson re TGG days, collect data on middle school PTA, enter data into file maker","2010-11-09 00:00:00"
11727,"review with Peggy work on PTA, meet with Aviva to discuss new project of data collection, statistics, graphs, photos on transportaion, pollution etc..order poster board","2010-11-10 00:00:00"
11728,"PD Internet research on environmental facts for teen program presentaions,collection of bicycle photos","2010-11-19 00:00:00"
11729,"Scheduling, staffing and new classes","2010-10-27 00:00:00"
11730,"Surveys, copy and mail for data processing","2010-10-29 00:00:00"
11731,"scheduling staff communications, calendar mgt, communications with schools","2010-11-01 00:00:00"
11732,"survey, process for data and mail","2010-11-01 00:00:00"
11733,"Calls for Rotary speaker request","2010-11-02 00:00:00"
11734,"communications collect data for principals and PTA contacts","2010-11-05 00:00:00"
11735,"Scheduling staff, schools, calendar","2010-11-15 00:00:00"
11736,"Organize binder for TL","2010-11-15 00:00:00"
11737,"WIM instructor Wade Thomas","2010-11-24 00:00:00"
11738,"WIM Instructor Neil Cummins 119","2010-11-09 00:00:00"
11739,WIM,"2010-11-09 00:00:00"
11740,"Wheels in Motion Brookside school","2010-10-27 00:00:00"
11741,"MTC awards ceremony","2010-10-27 00:00:00"
11742,"presentation to Igancio rotary presentation on Marin Council on Aging","2010-10-27 00:00:00"
11743,"manage emails","2010-10-27 00:00:00"
11744,"prepare travel plans for meeting next week organize task force and principal meetings","2010-10-28 00:00:00"
11745,"presentation to TAM board","2010-10-28 00:00:00"
11746,"phone meeting with David and Deb interview with MTC consultant on our program.","2010-10-29 00:00:00"
11747,"meeting with teeen and elementary school coordinators to discuss new grants, meetings with principals, newsletters, walk to school days, task force meetings and other tasks.","2010-11-01 00:00:00"
11748,"meeting with Redwood principal and leadership student, prep for meeting, discusson on how to provide civic leadership training for students","2010-11-01 00:00:00"
11749,"interview with Wade Thomas principal and team lader  for newsletter","2010-11-01 00:00:00"
11750,"correstpondence with team leaders, staff, project team, public.","2010-11-01 00:00:00"
11751,"meeting with Lynwood principal and team leader","2010-11-02 00:00:00"
11752,"Novato Task Force meeting return call from county on Evergreen, Brief Stephanie on Evergreen follow up call to Police on OTS grant","2010-11-02 00:00:00"
11753,"Observe James teaching","2010-11-02 00:00:00"
11754,"Collect budget information on September invoice","2010-11-02 00:00:00"
11755,"prep for lag meeting Lagunitas meeting,","2010-11-02 00:00:00"
11756,"meeting with Mary Silveira Principal","2010-11-03 00:00:00"
11757,"enewsletter interview Old Mill team","2010-11-03 00:00:00"
11758,"Mill Valley Task Force meeting Meeting with Safe Committee re VV improvements Evergreen meeting","2010-11-04 00:00:00"
11759,"meetings wit principals of Laurel Del and Venetia Valley","2010-11-04 00:00:00"
11760,"teen meeting - updates on status of schools, discussion of partnership with Cool the Earth, developing civics program.  Newsletter and contests meeting with Kim on implementation of Teen program","2010-11-08 00:00:00"
11761,"Laura and peggy meeting - scheduling update, newsletter, team leader needs. facebook proposal","2010-11-08 00:00:00"
11762,"discussions with Frances on High school curriculum, how to improve the traffic safety curriculum","2010-11-08 00:00:00"
11763,"emails and communications with staff, team leaders, public","2010-11-08 00:00:00"
11764,"send out travel plans to Novato task force follow up burn disks  setting up meetings","2010-11-08 00:00:00"
11765,"send out enewsletter","2010-11-08 00:00:00"
11766,"meeting with David and Kim on budget and  MCF grant","2010-11-08 00:00:00"
11767,"review SchoolPool articles","2010-11-10 00:00:00"
11768,"create Facebook and web proposals","2010-11-10 00:00:00"
11769,"final reporting on September invoice","2010-11-10 00:00:00"
11770,"transcribe interviews","2010-11-11 00:00:00"
11771,"staff time sheets observe James","2010-11-11 00:00:00"
11772,"develop memo to clarify when and how to bill on timecards. Staff timecards","2010-11-15 00:00:00"
11773,"re-edit articles","2010-11-15 00:00:00"
11774,"review articles","2010-11-15 00:00:00"
11775,"setting up meetings for Kentfield, Lynwood, Ross review Mill Valley notes Novato notes, send out travel plans strategize with Kel on Dixie county policy analysis","2010-11-15 00:00:00"
11776,"email messages with staff, team leaders, project team, public","2010-11-15 00:00:00"
11777,"review lesson plans meeting with frances and James on revising 4th grade lessons and developing a comprehensive curriculum","2010-11-15 00:00:00"
11778,"Rotary presenation review cd of green music attend Marin Kids kick off","2010-11-16 00:00:00"
11779,"review civic engagement notes, meeting with Dal Mar","2010-11-16 00:00:00"
11780,"review and write newsletter articles","2010-11-19 00:00:00"
11781,"communicating on scheduling bike classes at Davidson and Miller Creek, communicating with staff in office, e-maild on designing new fliers for curriculum","2010-11-29 00:00:00"
11782,"Staff meeting with teen team","2010-11-29 00:00:00"
11783,"Preparation for Field Trip with Davidson","2010-11-29 00:00:00"
11784,"Field Trip of Davidson students to Wild Care","2010-11-30 00:00:00"
11785,"prep and Club meeting - working on Bike2Lunch event with students , follow up","2010-11-29 00:00:00"
11786,"Working with science students to prepare for persentations - develop action plans at Hall , ongoing communication with teacher to prepare for the panel","2010-11-30 00:00:00"
11787,"Preparation for TGG day, picking up materials in the office and droping it off, running the event","2010-11-29 00:00:00"
11788,"Research for material on transportation and health, sustainability etc..  Communicating with Lou on extending the research and giving her guidelines editing research material given by  Lou","2010-12-02 00:00:00"
11789,"Organizing Paperwork in the office","2010-12-02 00:00:00"
11790,"E-mails on T-shirts, scheduling class for redwood leadership class and redwood ecology class, bike commute 101 tips for facebook,  next generation scheduling opportunities for collaboration, t-shirt communication","2010-12-07 00:00:00"
11791,"Staff meeting with teen team, general safe routes meeting, follow up call","2010-12-06 00:00:00"
11792,"Preparing presentation for Youth Comission  YLI, giving the presentation , follow up","2010-12-06 00:00:00"
11793,"Working with science students to prepare for persentations - develop action plans at Hall 3 classes","2010-12-07 00:00:00"
11794,"General admin paper work","2010-12-10 00:00:00"
11795,"Brainstorming ideas with Ann Borwn for field trip clubs at Hall and Davidson, scheduling a meeting , editing a TAM letter,  working on new curriculum for 9th grade PE,","2010-12-08 00:00:00"
11796,"TGG Staff Meeting with Wendi, TGG team meeting with prep creating agenda, attaching necessary documents","2010-12-13 00:00:00"
11797,"finalizing Hall bike ed schedule, Hall presenation committee, supplies for spring challenge, next generation for redwood collaboration, redwood ecology class.","2010-12-13 00:00:00"
11798,"Preparing for final presentations of action plans, being in the final judging panel , preparing survey report to hand out to admin","2010-12-13 00:00:00"
11799,"Spring Challenge organization, going over last year recommendations, looking at elemntary materials","2010-12-13 00:00:00"
11800,"Preparing survey reports and admin package and meeting with admin o discuss new program","2010-12-13 00:00:00"
11801,"Meeing Ann to discuss new program at Davidson and Hall, followup leter to school and phone calls. Meeting with PE director to finalize schedule for bike classes.","2010-12-15 00:00:00"
11802,"T-shirt, HS curriculum flyer, Kel on Miller Creek bike PE program, Hall on after school bike program","2010-12-20 00:00:00"
11803,"Researching civic engagement groups  advocacy a teen level and writing up something about that. Researching teen board commitees in other organizaions and wriing a draft plan.","2010-12-20 00:00:00"
11804,"Cleaning he office and general administration","2010-12-22 00:00:00"
11805,"Wheels in Motion, WhiteHill School","2010-12-08 00:00:00"
11806,"Brookside  Lower WAB 2 classes","2010-11-29 00:00:00"
11807,"Letters & Certificates for Brookside Upper,2nd grade class content revisions, High school class flyerscontent","2010-11-29 00:00:00"
11808,"paperwork,","2010-11-29 00:00:00"
11809,"Tam Valley WIM - 4th grade","2010-11-30 00:00:00"
11810,"feedback from WIM staff","2010-12-02 00:00:00"
11811,"MS Bike donation drive,","2010-12-02 00:00:00"
11812,"Mary Silviera, Wade Thomas","2010-12-02 00:00:00"
11813,"get certidicates & letters from office","2010-12-06 00:00:00"
11814,"Wade Thomas WAB 1 class","2010-12-06 00:00:00"
11815,"Wade Thomas SLL, 1 class","2010-12-06 00:00:00"
11816,"Mary Silviera, Stop, Look, Listen x3, Helmet Safety x3","2010-12-06 00:00:00"
11817,"Teen program, partnerships, billing information, website design for education component","2010-12-16 00:00:00"
11818,"WOW classes, review calendar for January","2010-12-14 00:00:00"
11819,"Mary Silviera Traffic Safety x3 plus time biking over 1 hour","2010-12-13 00:00:00"
11820,"Walk Around the Block Mary Silviera","2010-12-15 00:00:00"
11821,"letters &","2010-12-14 00:00:00"
11822,"SQ Bike donation drive communications","2010-12-14 00:00:00"
11823,"organize teaching materials, paperwork","2010-12-24 00:00:00"
11824,"2nd & 4th grade classes revisions and new content","2010-12-21 00:00:00"
11825,"R&D for Del Mars Teens Go Green recycling program, design, print & distribute flyers for Bike Drive 115","2010-12-20 00:00:00"
11826,"Meeting with SR2S and Teen Coordinators & Wendi to discuss PE Classes Bke Donation Project SolicitationTee Shirts Ross and Novato new schools, Teen meeting FacebookWeb status","2010-11-29 00:00:00"
11827,"Communication with White Hill teacher for scheduling picture for newsletter, club meetingposter art, afterschool photo of Mtn. bike club, advertising for Bike Donation project in school newsletter, met with Peggy to schedule Bike Classes","2010-11-29 00:00:00"
11828,"Communication with Kent teacher to schedule events at school","2010-11-29 00:00:00"
11829,"Communication with Aviva & Holly about Clif prizes for Green Challenge","2010-11-30 00:00:00"
11830,"Field trip with Davidson SNAP students","2010-11-30 00:00:00"
11831,"Communication e-mail and phone with staff regarding solicitations, scheduling, facebook, timeline","2010-12-01 00:00:00"
11832,"Go Green Challenge reviewupdate","2010-12-03 00:00:00"
11833,"Plan for meeting with HollyAviva - agenda, priorities to discuss","2010-12-03 00:00:00"
11834,"paperwork orgnaization and general administration","2010-12-03 00:00:00"
11835,"e-mail communication with Drake VP and students regarding Bike Donation Project","2010-12-03 00:00:00"
11836,"phone and e-mail communication with teacher to plan for upcoming Go Green event","2010-12-03 00:00:00"
11837,"Met with Holly and Aviva to plan for Spring Challenge, advertising, presentation for Next Generation","2010-12-06 00:00:00"
11838,"e-mail communication with staff  tee shirt design, Bike Ed curricula, flyer for MH curricula","2010-12-06 00:00:00"
11839,"Communication with Drake HS students regarding Bike Donation project. Communication with Drake HS Students re morning event.","2010-12-06 00:00:00"
11840,"Go Green Day at MVMS with Bike Blender","2010-12-07 00:00:00"
11841,"White Hill prep and Club meeting, prep and Go Green event","2010-12-07 00:00:00"
11842,"e-mail and phone conversation with staff tee shirts, music player purchase, facebook content","2010-12-06 00:00:00"
11843,"Revised newsletter article for Pedal Press and added photos","2010-12-09 00:00:00"
11844,"Meeting with SR2S staff","2010-12-10 00:00:00"
11845,"General administration and paper organization","2010-12-10 00:00:00"
11846,"Teens go Green Mtg Cool the Earth with Wendi and Aviva","2010-12-13 00:00:00"
11847,"General Communication with Aviva and Holly about Tee Shirts, Solicitations","2010-12-13 00:00:00"
11848,"White Hill Club meeting and follow-up Wraps  Bulletin notice for bike donation event","2010-12-14 00:00:00"
11849,"Communication with HollyAviva, to schedule meeting and to plan for Go Green event communication with Peggy for Bike Classes at White Hill","2010-12-14 00:00:00"
11850,"Meeting with Aviva and Holly Go Green Spring Challenge.","2010-12-15 00:00:00"
11851,"Communication with Holly Aviva Wendi about Tee Shirts and speakers, and ideas for purchasing items for spring challenge,11852,45,,Phone conversation with students and e-mail to VP about bike donation event,11853,7,,General Administration - filie paper work and computer organization.,11854,45,,Communication with staff  tee shirt creation","2010-12-15 00:00:00"
11855,"staff meeting SR2S","2010-11-29 00:00:00"
11856,"finalized Bank of Marin letter and donation request","2010-11-29 00:00:00"
11857,"Redwood for pizza, Old Navy, gap, etc","2010-11-29 00:00:00"
11858,"Clif letter","2010-11-30 00:00:00"
11859,"Letter to Elizabeth TM and other misc CM","2010-11-30 00:00:00"
11860,"field trip to Wildcare with Davidson","2010-11-30 00:00:00"
11861,"emails, signature, letter to Tam","2010-12-01 00:00:00"
11862,"general update, YLI presentation, Spring challenge concepts","2010-12-06 00:00:00"
11863,"YLI meeting with students in San Rafael","2010-12-06 00:00:00"
11864,"Social Imprint phone call and research for T shirt","2010-12-07 00:00:00"
11865,"email and research about music player","2010-12-07 00:00:00"
11866,"research for facebook content","2010-12-07 00:00:00"
11867,"t-shirt info, Bike 101, Whole Foods, Clif, Facebook, budget","2010-12-08 00:00:00"
11868,"Fashion and Function 101 edits","2010-12-08 00:00:00"
11869,t-shirt,"2010-12-08 00:00:00"
11870,"email and shirts","2010-12-08 00:00:00"
11871,"Hall MS  advocacy meeting with students","2010-12-09 00:00:00"
11872,"t-shirt design ideas","2010-12-09 00:00:00"
11873,"Conversation with Laura about Facebook","2010-12-10 00:00:00"
11874,"conversation with Gwen about t-shirts","2010-12-10 00:00:00"
11875,"prepare for Whole Foods Meeting","2010-12-13 00:00:00"
11876,"Meeting with Whole Foods and follow up","2010-12-13 00:00:00"
11877,"T-shirt design ideas","2010-12-13 00:00:00"
11878,"Clif preparation, call, follow-up","2010-12-14 00:00:00"
11879,"emailed Whole Foods. Researched Nickel for non-profit,","2010-12-14 00:00:00"
11880,"initial meeting w asst principal","2010-12-15 00:00:00"
11881,"discussed spring challenge details","2010-12-15 00:00:00"
11882,"t-shirt design and message to Jeremy","2010-12-15 00:00:00"
11883,"follow up with Clif","2010-12-15 00:00:00"
11884,"give-away research","2010-12-15 00:00:00"
11885,"new school note","2010-12-15 00:00:00"
11886,"speaker research","2010-12-15 00:00:00"
11887,"Whole Foods letter","2010-12-16 00:00:00"
11888,"Wade Thomas SLL and WAB.  18 students.","2010-11-29 00:00:00"
11889,"HS Laurel Dell, 45 students.","2010-11-29 00:00:00"
11890,"Uhaul pickup and trailer setup for Tam V Rodeo","2010-11-29 00:00:00"
11891,"Tam V WIM, 42 students.  Trailer pickupt.","2010-11-30 00:00:00"
11892,"4th grade 2nd lesson changed jarsmoke to waterfood-dye. Reorganized distribution of activities to focus on core concepts Be Alert and Be Predictable. Noted skills laking in Bike Skills lesson 3, and possible improvements to equipment used.  Developed High School content blurb.","2010-11-30 00:00:00"
11893,"Tam V WIM, 42 students.  Trailer and Uhaul drop-off.  Traffic in San Rafael.","2010-12-01 00:00:00"
11894,"Retrieving 2nd grade handouts, submiting expense reports, registering wLAB for LCI.","2010-12-02 00:00:00"
11895,"Developing High School Commute 101.  Searching for applicable HS state standards.  Activities Dream Bike Community and Scraper wheels Art Project.  Examining the rolenecessity of DVD in all our curriculum and the impact on the classrooms we visit.","2010-12-02 00:00:00"
11896,"White Hill BS.  2 classes 40 students.  Uhaul  bikes pickup and return.","2010-12-03 00:00:00"
11897,"Developing High School 9th grade wAviva, reviewing 6th grade PPT and adaptation for WH 7th grade class.  Investigating Scraper Bike art project.","2010-12-03 00:00:00"
11898,"SLL Neil Cummins.  2 classes 20 students each.","2010-12-06 00:00:00"
11899,"SLL and TS  Laurel Dell.  Students 20 and 35.","2010-12-07 00:00:00"
11900,"Wade Thomas SLL. 20 students.","2010-12-08 00:00:00"
11901,"Developing blurb and outline of 9th grade class.","2010-12-08 00:00:00"
11902,"Creating short tips for Facebook.","2010-12-08 00:00:00"
11903,"Finding free music for 2nd grade dances.  Breaking music into sections to coordinate lyrics and motions.  Finding both slow and fast versions of songs.  Songs Black Mountain Rag and Chicken Dance","2010-12-09 00:00:00"
11904,"WAB Laurel Dell. 15 studetns.   15 travel time 15 route selection.","2010-12-10 00:00:00"
11905,"Various emails including  Bay Area Derailleurs, HS commute 101, Scraper bike art, etc.","2010-12-10 00:00:00"
11906,"SLL at Neil Cummins.  2 classes 40 students.","2010-12-13 00:00:00"
11907,"TS at Laurel Dell. 25 students.","2010-12-14 00:00:00"
11908,"Preparing materials for 2nd & 4th grade lessons.  Bringing lesson plans up-to-date for first test runs of new classes.  Meeting with Frances to discuss new curriculum.","2010-12-18 00:00:00"
11909,"WIM Blacktop drills and staff time.","2010-12-01 00:00:00"
11910,"pgm reimbursements clarifications","2010-11-29 00:00:00"
11911,"Nov invoicetimesheets review","2010-11-29 00:00:00"
11912,"pgm expenses reimbursement policy update","2010-12-06 00:00:00"
11913,"staffing oversight, pgm reimbursement policy clarification, monthly report edits, MCF budget review","2010-12-13 00:00:00"
11914,"Nov invoice review","2010-12-14 00:00:00"
11915,"Collaboration meeting with Teens Go Green, winter campain poster boards - teen reports, Marin Voice article submission for Marin Indepent Journal, holiday cards for Team Leaders","2010-11-29 00:00:00"
11916,"Daily phone calls, responded to daily emails, staff interation about program implementation, creative thinking, Bob - new laptop","2010-11-29 00:00:00"
11917,"Recommendations for Jan 12 launch at San Ramon - Shari -New Team Leader support","2010-12-01 00:00:00"
11918,"Kentifield Task Force meeting, prep work","2010-12-01 00:00:00"
11919,"Edna Maguire Award Presentation for School Pool","2010-12-03 00:00:00"
11920,"Prepared eblast and forwarded to all Team Leaders about encouraging winter carpools, and asked for requests for carpool success stories for our website.  Drafted Cool the Earth stickers distribtution email.","2010-12-01 00:00:00"
11921,"Team leader eblast and contact, , iWalk photos , coordination with Jeremey, Clif Kid donation request, PSA Drake teens, staff meeting","2010-12-06 00:00:00"
11922,"emails, phone calls, staff interaction about program","2010-12-06 00:00:00"
11923,"genteral paperwork","2010-12-10 00:00:00"
11924,"Planning meeting with Wendi and Peggy, mrs grossmans stickers, Strawberry Point photo release, Cool the Earth custom  emails to all team leaders, finished Xmas cards, datebase updates, team leader contact, staff gathering","2010-12-13 00:00:00"
11925,"Redesigned Weekly Tracking results for Go for Green Challenge","2010-12-16 00:00:00"
11926,"daily phone calls at work and home, daily emails, interaction with staff about program implementation","2010-12-13 00:00:00"
11927,"Prepared Kentfield Task Force notes, database updates, eblasted notes","2010-12-13 00:00:00"
11928,"Monthly invoicing packet","2010-12-17 00:00:00"
11929,"White Hills teens go Green club meeting, helped make posters for TGG day, and bike collection","2010-11-30 00:00:00"
11930,"Gathered photos and data from internet for Aviva and Gwen to use for presentations","2010-12-01 00:00:00"
11931,"Shopped for bike blender supplies,  MVMS for TGG day, drove home","2010-12-07 00:00:00"
11932,"research online data on obesity, activity and health for Avias presentations","2010-12-08 00:00:00"
11933,"White hill TGG day, greeted students monitored treat giving","2010-12-09 00:00:00"
11934,"Laurel Dell Walk around the Block 2nd grade,","2010-12-10 00:00:00"
11935,"Wrote blurbs for TGG facebook page on tips for bike commuting, and researched other teen progrms for Avivas presentations","2010-12-16 00:00:00"
11936,"Tam Valley WIM instructor","2010-11-30 00:00:00"
11937,"Scheduling emailing team leaders, principals andor teacher to schedule classes, develop and refine purposed class schedules","2010-11-29 00:00:00"
11938,"Pleasant Valley - meeting with TLPrincipal","2010-12-07 00:00:00"
11939,"Data base updated status of every File Maker contacts active or not active to assist with email and news letter notifications","2010-12-13 00:00:00"
11940,"scheduling poster arts classes, teen classes and staff, update calendar","2010-12-21 00:00:00"
11941,"Green Ways to School- challenge supplies","2010-12-21 00:00:00"
11942,"new letter proof copy","2010-12-21 00:00:00"
11943,"coordinators meeting on updates on new schools, schoolpool, Novato program, field trips and more.","2010-11-29 00:00:00"
11944,"checking emails from staff, and general public","2010-11-29 00:00:00"
11945,"edit solicitation for Bank of Marin","2010-11-29 00:00:00"
11946,"review memo on county schools prepare for Kentfield meeting Kentfield task force meeting","2010-11-29 00:00:00"
11947,"prepare newsletter for layout.","2010-11-30 00:00:00"
11948,"set school meetings","2010-11-30 00:00:00"
11949,"present Coleman award","2010-12-01 00:00:00"
11950,"edit eblasts sign cards","2010-12-01 00:00:00"
11951,"graphics for newsletter captions","2010-12-06 00:00:00"
11952,"emails scheduling staff to cover for me.","2010-12-06 00:00:00"
11953,"staff time cards train staff in reports","2010-12-07 00:00:00"
11954,"preparing monthly reports and invoice","2010-12-08 00:00:00"
11955,"processing fall surveys","2010-12-09 00:00:00"
11956,"prep for staff meeting staff meeting on updates for curriculum development, teen and elementray programs, new ideas.","2010-12-09 00:00:00"
11957,"scope out storage area","2010-12-10 00:00:00"
11958,"meeting with teen coordinators to go overproduct donations, upcoming meetings, planning for the spring contests, cool the earth assemblies","2010-12-13 00:00:00"
11959,"meeting with Laura and peggy on preparing for spring contest, team leader meeting, and tasks for this week.","2010-12-13 00:00:00"
11960,"daily emails from staff and public","2010-12-13 00:00:00"
11961,"phone meeting with David on web site and facebook","2010-12-13 00:00:00"
11962,"prep for this weeks meetings meeting with San Ramon and Olive and Ross","2010-12-13 00:00:00"
11963,"follow up with Cool the Earth","2010-12-13 00:00:00"
11964,"tasks and budget","2010-12-13 00:00:00"
11965,"final review","2010-12-14 00:00:00"
11966,"review Kentfield task force notes","2010-12-14 00:00:00"
11967,"observe Frances staff time cards","2010-12-15 00:00:00"
11968,"meeting with David and Deb","2010-12-15 00:00:00"
11969,"miller creek digital teacher and art festival, dreamweaver training scheduling, research with Lou,","2011-01-12 00:00:00"
11970,"Running the event, returning materials to office. Scheduling bike ed classes, returning materials to ofice, touching base with Kel.","2011-01-12 00:00:00"
11971,"write up for assembly, developing an puline for needed communication in the spring challenge. Working on budget with Holly, working on the advocacy program alone and with holly.","2011-01-12 00:00:00"
11972,"Club meeting, followup with details of SAG contest. Writing comments and questions for SaveAGallon team.","2011-01-12 00:00:00"
11973,"Meeting with kim to flush the advocacy component of the HS pilot program. Editing the first draft in prep for the meeting.","2011-01-12 00:00:00"
11974,"Meeting with Ann and Holly to develop the bike club program at Davidson.","2011-01-13 00:00:00"
11975,"Responding to e-mails, Davidson, Spring Challenge posters,","2011-01-24 00:00:00"
11976,"TGG meeting agenda,  t-shirt, riding pretty article,  Davidson club meeting, facebook coomute 101, scheduling meeting Peggy, ross school","2011-01-03 00:00:00"
11977,"Research on spring challenge supplies, research for spring challenge, organizing supply list, research for spring contest, ,meeting Kim for advocacy HS program, advocacy research, service learning, phone conversation with Ed director of my new red shoes, follow up.","2011-01-03 00:00:00"
11978,"TGG staff meeting , meeting with TGG team and Wendi,","2011-01-04 00:00:00"
11979,"Filing research information and links in the server , organizing server files","2011-01-04 00:00:00"
11980,"advertising high school series at redwood, connecting with Jeremy , outline of activities till the end of year,","2011-01-05 00:00:00"
11981,"Club meeting, Follow up with Kel after","2011-01-06 00:00:00"
11982,"Communicating with Rebecca science teacher, preparing for class on Tuesday","2011-01-06 00:00:00"
11983,"General administration in the office","2011-01-07 00:00:00"
11984,"Next generation scheduling events, miller creek digital teacher and art festival, dreamweaver training scheduling, research with Lou,","2011-01-10 00:00:00"
11985,"TGG team meeting","2011-01-10 00:00:00"
11986,"Teaching  running a club meeting at Hall during science class., picking up materials from the office.","2011-01-10 00:00:00"
11987,"General administration in the office, uploading files from e-mail to server,","2011-01-11 00:00:00"
11988,"Preparing for the TGG day at Miller Creek on Wed, uploading the car, buying juice.","2011-01-11 00:00:00"
11989,"Editing budget, working on spring challenge upgraded budget, write up for assembly, developing an puline for needed communication in the spring challenge","2011-01-10 00:00:00"
11990,"Going through SaveAGallon website, contacting Phill, preparing for club meeting on Wed.","2011-01-10 00:00:00"
11991,"Post eNews and PDF newsletter","2011-01-12 00:00:00"
11992,"Install FTP and printer software on Wendis laptop","2011-01-19 00:00:00"
11993,"Add Lauras op-ed to website","2011-01-11 00:00:00"
11994,"Rancho - Helmet Safety & Stop, Look, Listen - 45 students with break inbetween classes","2011-01-05 00:00:00"
11995,"staffmeeting times, dates, Novato PD meeting","2011-01-14 00:00:00"
11996,"Bike Donation Drive preparations, execution & follow up","2011-01-14 00:00:00"
11997,"deliver last bikes to SQ, return truck & follow up report, traing, etc.","2011-01-17 00:00:00"
11998,"Rancho - Helmet Safety - 25 students extra time in class","2011-01-18 00:00:00"
11999,"bike club & school bike curricula - LAB Kids 1,2,3, review","2011-01-18 00:00:00"
12000,"meetings for SQ bike programs, follow up on helmets, interviews, etc.","2011-01-17 00:00:00"
12001,"update schedule for classes","2011-01-17 00:00:00"
12002,"Lynnwood, Helmet Safety & Stop, Look, Listen, 45 students - buy supplies before","2011-01-19 00:00:00"
12003,"After school bike club options, partnership with Novato PD for classes in schools & community, review LAB Kids 1,2,3, curricula","2011-01-18 00:00:00"
12004,"Rancho, Walk Around the Block, 60 students","2011-01-20 00:00:00"
12005,"Rancho School, Traffic Safety Game, 25 students, extended class","2011-01-25 00:00:00"
12006,"arranging meetings, interviews, follow up on gate clearance for staff for SQ bike program,donated  helmets , after school bike programs","2011-01-24 00:00:00"
12007,"Green TeamCool the Earth partnership for Del Mar","2011-01-24 00:00:00"
12008,"review classes assigned, reassignment of classes, update daytimer","2011-01-24 00:00:00"
12009,"collectcollate  WAB certificates & letters for 5 classes from office","2011-01-25 00:00:00"
12010,"e-mail communication for Teen Program  supplies for Teen Challenge, meeting agenda, review of Middle School Ed. Flyers","2011-01-04 00:00:00"
12011,"Meeting with HollyAviva, and follow-up e-mails  Bike Donation event, Spring Challenge update, T-shirt creation, Facebook content, Teen Leadership meetingAdvisory Committee","2011-01-04 00:00:00"
12012,"Club meeting at White Hill Middle School - Bike Donation event - finished posters and bulletin announcements, wrote Wrap for Parent notification","2011-01-04 00:00:00"
12013,"Meeting with WendiHollyAviva - Teen Program update.","2011-01-05 00:00:00"
12014,"Wrote Announcement for Drake HS for Bike Donation event, communication with Club for meeting and Facebook notification of event communication with student for flyer graphic.","2011-01-05 00:00:00"
12015,"Communication with Mikes Bikes and San Quentin Prison to  get truck and coordinate drop off for Bike Donation event","2011-01-07 00:00:00"
12016,"Created   printed  distributed flyer for Bike Donation event","2011-01-07 00:00:00"
12017,"E-mailed teacher at Kent to schedule meeting time with her.","2011-01-07 00:00:00"
12018,"Meeting with Cool the Earth to plan for collaboration with White Hill MS and Collaboration on Assembly","2011-01-06 00:00:00"
12019,"Paperwork and general administration","2011-01-07 00:00:00"
12020,"General Communication with staff  Facebook, schedule meetings, Go green Challenge - prizes, Teen Advisory group","2011-01-10 00:00:00"
12021,"Follow-up e-mails to coordinate Bike Donation event with Club students","2011-01-10 00:00:00"
12022,"Coordination of logistics for Bike Donation event tax donation form, distribution of flyers  posters, communication with public - scheduling alternative bike drop off arrangements, organization of items for event, schedule for staffing event and drop off of bikes to San Quentin, picked up truck.","2011-01-10 00:00:00"
12023,"Wrote article for WildCat Wraps and commuinicated with club members about Bike event, communicated with teachers and parents about Teens Go Green Club at White Hill to recruit new members","2011-01-11 00:00:00"
12024,"Met with MCBC Exec. Director about Teen Advocacy program organization and launch.","2011-01-11 00:00:00"
12025,"Communication and scheduling of meeting with PE teacher for teaching Bike classes to 9th grade","2011-01-12 00:00:00"
12026,"Club Meeting at White Hill Middle School and follow-up with Cool the Earth to plan for partnership initiatives for next 3 months.","2011-01-18 00:00:00"
12027,"Communication with Staff about Bike donation event.","2011-01-18 00:00:00"
12028,"Attended Club meeting Bike Donation event discussion, and to confirm participation in this years spring challenge with new system for tracking green modes of transportation.","2011-01-18 00:00:00"
12029,"Prep and meeting with SR High Teacher - Bike Classes, schedule classes with Peggy, communication with staff about additional needs.","2011-01-19 00:00:00"
12030,"Met with Holly  Go Green Challenge, Davidson MS, Ordering prizes for Go Green days","2011-01-19 00:00:00"
12031,"Staff meeting - Bike Donation projectinventory wrap-up notes Facebook update, storage","2011-01-19 00:00:00"
12032,"Phonee-mail communication with Holly regarding Davidson Club and meeting with Ann Brown","2011-01-20 00:00:00"
12033,"General Communication with Staff  office storage, meetings, trophies for Go Green Challenge, Go Green poster design.","2011-01-20 00:00:00"
12034,"Communication with Cool the Earth staff regarding a partnershipmeeting, to implement program at Kent, follow-up communication to schedule meeting.","2011-01-20 00:00:00"
